name,sex,classif1,time,obs_value
Brazil,SEX_T,AGE_YTHADULT_YGE25,2017,9.2939
Brazil,SEX_M,AGE_YTHADULT_YGE15,2017,11.3414
Brazil,SEX_M,AGE_YTHADULT_Y15-64,2017,11.6447
Brazil,SEX_M,AGE_YTHADULT_Y15-24,2017,25.7449
Brazil,SEX_M,AGE_YTHADULT_YGE25,2017,8.183
Brazil,SEX_F,AGE_YTHADULT_YGE15,2017,14.6814
Brazil,SEX_F,AGE_YTHADULT_Y15-64,2017,14.9391
Brazil,SEX_F,AGE_YTHADULT_Y15-24,2017,33.6909
Brazil,SEX_F,AGE_YTHADULT_YGE25,2017,10.6784
Brazil,SEX_T,AGE_YTHADULT_YGE15,2018,12.3338
Brazil,SEX_T,AGE_YTHADULT_Y15-64,2018,12.6333
Brazil,SEX_T,AGE_YTHADULT_Y15-24,2018,28.5425
Brazil,SEX_T,AGE_YTHADULT_YGE25,2018,8.9392
Brazil,SEX_M,AGE_YTHADULT_YGE15,2018,10.8381
Brazil,SEX_M,AGE_YTHADULT_Y15-64,2018,11.140999999999998
Brazil,SEX_M,AGE_YTHADULT_Y15-24,2018,25.2765
Brazil,SEX_M,AGE_YTHADULT_YGE25,2018,7.7396
Brazil,SEX_F,AGE_YTHADULT_YGE15,2018,14.1893
Brazil,SEX_F,AGE_YTHADULT_Y15-64,2018,14.4561
Brazil,SEX_F,AGE_YTHADULT_Y15-24,2018,32.7827
Brazil,SEX_F,AGE_YTHADULT_YGE25,2018,10.4131
Brazil,SEX_T,AGE_YTHADULT_YGE15,2019,11.9333
Brazil,SEX_T,AGE_YTHADULT_Y15-64,2019,12.2362
Brazil,SEX_T,AGE_YTHADULT_Y15-24,2019,27.842
Brazil,SEX_T,AGE_YTHADULT_YGE25,2019,8.6984
Brazil,SEX_M,AGE_YTHADULT_YGE15,2019,10.1666
Brazil,SEX_M,AGE_YTHADULT_Y15-64,2019,10.4403
Brazil,SEX_M,AGE_YTHADULT_Y15-24,2019,24.1245
Brazil,SEX_M,AGE_YTHADULT_YGE25,2019,7.2562
Brazil,SEX_F,AGE_YTHADULT_YGE15,2019,14.0907
Brazil,SEX_F,AGE_YTHADULT_Y15-64,2019,14.3949
Brazil,SEX_F,AGE_YTHADULT_Y15-24,2019,32.5997
Brazil,SEX_F,AGE_YTHADULT_YGE25,2019,10.4429
Barbados,SEX_T,AGE_YTHADULT_YGE15,2000,9.35
Barbados,SEX_M,AGE_YTHADULT_YGE15,2000,7.49
Barbados,SEX_F,AGE_YTHADULT_YGE15,2000,11.47
Barbados,SEX_T,AGE_YTHADULT_YGE15,2001,9.85
Barbados,SEX_T,AGE_YTHADULT_Y15-24,2001,23.0
Barbados,SEX_T,AGE_YTHADULT_YGE25,2001,7.42
Barbados,SEX_M,AGE_YTHADULT_YGE15,2001,8.01
Barbados,SEX_M,AGE_YTHADULT_Y15-24,2001,20.57
Barbados,SEX_M,AGE_YTHADULT_YGE25,2001,5.57
Barbados,SEX_F,AGE_YTHADULT_YGE15,2001,11.81
Barbados,SEX_F,AGE_YTHADULT_Y15-24,2001,25.83
Barbados,SEX_F,AGE_YTHADULT_YGE25,2001,9.35
Barbados,SEX_T,AGE_YTHADULT_YGE15,2002,10.32
Barbados,SEX_T,AGE_YTHADULT_Y15-24,2002,22.93
Barbados,SEX_T,AGE_YTHADULT_YGE25,2002,8.0
Barbados,SEX_M,AGE_YTHADULT_YGE15,2002,8.5
Barbados,SEX_M,AGE_YTHADULT_Y15-24,2002,20.46
Barbados,SEX_M,AGE_YTHADULT_YGE25,2002,6.14
Barbados,SEX_F,AGE_YTHADULT_YGE15,2002,12.14
Barbados,SEX_F,AGE_YTHADULT_Y15-24,2002,25.94
Barbados,SEX_F,AGE_YTHADULT_YGE25,2002,9.8
Barbados,SEX_T,AGE_YTHADULT_YGE15,2003,11.0
Barbados,SEX_T,AGE_YTHADULT_Y15-64,2003,11.1
Barbados,SEX_T,AGE_YTHADULT_Y15-24,2003,26.21
Barbados,SEX_T,AGE_YTHADULT_YGE25,2003,8.49
Barbados,SEX_M,AGE_YTHADULT_YGE15,2003,9.53
Barbados,SEX_M,AGE_YTHADULT_Y15-64,2003,9.74
Barbados,SEX_M,AGE_YTHADULT_Y15-24,2003,24.11
Barbados,SEX_M,AGE_YTHADULT_YGE25,2003,6.95
Barbados,SEX_F,AGE_YTHADULT_YGE15,2003,12.55
Barbados,SEX_F,AGE_YTHADULT_Y15-64,2003,12.71
Barbados,SEX_F,AGE_YTHADULT_Y15-24,2003,28.72
Barbados,SEX_F,AGE_YTHADULT_YGE25,2003,10.08
Barbados,SEX_T,AGE_YTHADULT_YGE15,2004,9.57
Barbados,SEX_M,AGE_YTHADULT_YGE15,2004,8.72
Barbados,SEX_F,AGE_YTHADULT_YGE15,2004,10.43
Barbados,SEX_T,AGE_YTHADULT_YGE15,2005,9.08
Barbados,SEX_M,AGE_YTHADULT_YGE15,2005,7.43
Barbados,SEX_F,AGE_YTHADULT_YGE15,2005,10.77
Barbados,SEX_T,AGE_YTHADULT_YGE15,2006,8.73
Barbados,SEX_M,AGE_YTHADULT_YGE15,2006,7.72
Barbados,SEX_F,AGE_YTHADULT_YGE15,2006,9.84
Barbados,SEX_T,AGE_YTHADULT_YGE15,2007,7.41
Barbados,SEX_M,AGE_YTHADULT_YGE15,2007,6.45
Barbados,SEX_F,AGE_YTHADULT_YGE15,2007,8.45
Barbados,SEX_T,AGE_YTHADULT_YGE15,2008,8.12
Barbados,SEX_M,AGE_YTHADULT_YGE15,2008,6.88
Barbados,SEX_F,AGE_YTHADULT_YGE15,2008,9.45
Barbados,SEX_T,AGE_YTHADULT_YGE15,2009,10.02
Barbados,SEX_T,AGE_YTHADULT_Y15-64,2009,10.15
Barbados,SEX_T,AGE_YTHADULT_Y15-24,2009,24.4
Barbados,SEX_T,AGE_YTHADULT_YGE25,2009,8.1
Barbados,SEX_M,AGE_YTHADULT_YGE15,2009,10.15
Barbados,SEX_M,AGE_YTHADULT_Y15-64,2009,10.35
Barbados,SEX_M,AGE_YTHADULT_Y15-24,2009,24.47
Barbados,SEX_M,AGE_YTHADULT_YGE25,2009,8.03
Barbados,SEX_F,AGE_YTHADULT_YGE15,2009,9.89
Barbados,SEX_F,AGE_YTHADULT_Y15-64,2009,9.94
Barbados,SEX_F,AGE_YTHADULT_Y15-24,2009,24.32
Barbados,SEX_F,AGE_YTHADULT_YGE25,2009,8.17
Barbados,SEX_T,AGE_YTHADULT_YGE15,2010,10.69
Barbados,SEX_T,AGE_YTHADULT_Y15-64,2010,10.85
Barbados,SEX_T,AGE_YTHADULT_Y15-24,2010,26.06
Barbados,SEX_T,AGE_YTHADULT_YGE25,2010,8.67
Barbados,SEX_M,AGE_YTHADULT_YGE15,2010,10.9
Barbados,SEX_M,AGE_YTHADULT_Y15-64,2010,10.97
Barbados,SEX_M,AGE_YTHADULT_Y15-24,2010,26.74
Barbados,SEX_M,AGE_YTHADULT_YGE25,2010,8.76
Barbados,SEX_F,AGE_YTHADULT_YGE15,2010,10.47
Barbados,SEX_F,AGE_YTHADULT_Y15-64,2010,10.72
Barbados,SEX_F,AGE_YTHADULT_Y15-24,2010,25.32
Barbados,SEX_F,AGE_YTHADULT_YGE25,2010,8.58
Barbados,SEX_T,AGE_YTHADULT_YGE15,2011,11.19
Barbados,SEX_M,AGE_YTHADULT_YGE15,2011,9.8
Barbados,SEX_F,AGE_YTHADULT_YGE15,2011,12.63
Barbados,SEX_T,AGE_YTHADULT_YGE15,2012,11.59
Barbados,SEX_M,AGE_YTHADULT_YGE15,2012,10.95
Barbados,SEX_F,AGE_YTHADULT_YGE15,2012,12.27
Barbados,SEX_T,AGE_YTHADULT_YGE15,2013,11.55
Barbados,SEX_T,AGE_YTHADULT_Y15-64,2013,11.89
Barbados,SEX_T,AGE_YTHADULT_Y15-24,2013,29.61
Barbados,SEX_T,AGE_YTHADULT_YGE25,2013,9.4
Barbados,SEX_M,AGE_YTHADULT_YGE15,2013,11.66
Barbados,SEX_M,AGE_YTHADULT_Y15-64,2013,12.0
Barbados,SEX_M,AGE_YTHADULT_Y15-24,2013,27.71
Barbados,SEX_M,AGE_YTHADULT_YGE25,2013,9.6
Barbados,SEX_F,AGE_YTHADULT_YGE15,2013,11.43
Barbados,SEX_F,AGE_YTHADULT_Y15-64,2013,11.78
Barbados,SEX_F,AGE_YTHADULT_Y15-24,2013,31.88
Barbados,SEX_F,AGE_YTHADULT_YGE25,2013,9.19
Barbados,SEX_T,AGE_YTHADULT_YGE15,2014,12.17
Barbados,SEX_T,AGE_YTHADULT_Y15-64,2014,12.54
Barbados,SEX_T,AGE_YTHADULT_Y15-24,2014,33.77
Barbados,SEX_T,AGE_YTHADULT_YGE25,2014,9.6
Barbados,SEX_M,AGE_YTHADULT_YGE15,2014,11.81
Barbados,SEX_M,AGE_YTHADULT_Y15-64,2014,12.25
Barbados,SEX_M,AGE_YTHADULT_Y15-24,2014,29.63
Barbados,SEX_M,AGE_YTHADULT_YGE25,2014,9.55
Barbados,SEX_F,AGE_YTHADULT_YGE15,2014,12.78
Barbados,SEX_F,AGE_YTHADULT_Y15-64,2014,13.08
Barbados,SEX_F,AGE_YTHADULT_Y15-24,2014,39.44
Barbados,SEX_F,AGE_YTHADULT_YGE25,2014,9.79
Barbados,SEX_T,AGE_YTHADULT_YGE15,2015,11.35
Barbados,SEX_T,AGE_YTHADULT_Y15-64,2015,11.67
Barbados,SEX_T,AGE_YTHADULT_Y15-24,2015,32.43
Barbados,SEX_T,AGE_YTHADULT_YGE25,2015,8.94
Barbados,SEX_M,AGE_YTHADULT_YGE15,2015,12.35
Barbados,SEX_M,AGE_YTHADULT_Y15-64,2015,12.84
Barbados,SEX_M,AGE_YTHADULT_Y15-24,2015,31.82
Barbados,SEX_M,AGE_YTHADULT_YGE25,2015,9.67
Barbados,SEX_F,AGE_YTHADULT_YGE15,2015,10.32
Barbados,SEX_F,AGE_YTHADULT_Y15-64,2015,10.47
Barbados,SEX_F,AGE_YTHADULT_Y15-24,2015,33.33
Barbados,SEX_F,AGE_YTHADULT_YGE25,2015,8.22
Barbados,SEX_T,AGE_YTHADULT_YGE15,2016,9.72
Barbados,SEX_T,AGE_YTHADULT_Y15-64,2016,10.02
Barbados,SEX_T,AGE_YTHADULT_Y15-24,2016,29.61
Barbados,SEX_T,AGE_YTHADULT_YGE25,2016,7.43
Barbados,SEX_M,AGE_YTHADULT_YGE15,2016,9.26
Barbados,SEX_M,AGE_YTHADULT_Y15-64,2016,9.52
Barbados,SEX_M,AGE_YTHADULT_Y15-24,2016,27.85
Barbados,SEX_M,AGE_YTHADULT_YGE25,2016,7.06
Barbados,SEX_F,AGE_YTHADULT_YGE15,2016,10.01
Barbados,SEX_F,AGE_YTHADULT_Y15-64,2016,10.21
Barbados,SEX_F,AGE_YTHADULT_Y15-24,2016,31.51
Barbados,SEX_F,AGE_YTHADULT_YGE25,2016,7.62
Brunei Darussalam,SEX_T,AGE_YTHADULT_YGE15,2014,6.9651
Brunei Darussalam,SEX_T,AGE_YTHADULT_Y15-64,2014,7.0515
Brunei Darussalam,SEX_T,AGE_YTHADULT_Y15-24,2014,25.399
Brunei Darussalam,SEX_T,AGE_YTHADULT_YGE25,2014,4.1441
Brunei Darussalam,SEX_M,AGE_YTHADULT_YGE15,2014,6.2702
Brunei Darussalam,SEX_M,AGE_YTHADULT_Y15-64,2014,6.3647
Brunei Darussalam,SEX_M,AGE_YTHADULT_Y15-24,2014,23.5076
Brunei Darussalam,SEX_M,AGE_YTHADULT_YGE25,2014,3.5384
Brunei Darussalam,SEX_F,AGE_YTHADULT_YGE15,2014,7.8799
Brunei Darussalam,SEX_F,AGE_YTHADULT_Y15-64,2014,7.9497
Brunei Darussalam,SEX_F,AGE_YTHADULT_Y15-24,2014,28.073
Brunei Darussalam,SEX_F,AGE_YTHADULT_YGE25,2014,4.9328
Brunei Darussalam,SEX_T,AGE_YTHADULT_YGE15,2017,9.316
Brunei Darussalam,SEX_T,AGE_YTHADULT_Y15-64,2017,9.4013
Brunei Darussalam,SEX_T,AGE_YTHADULT_Y15-24,2017,28.8908
Brunei Darussalam,SEX_T,AGE_YTHADULT_YGE25,2017,6.0628
Brunei Darussalam,SEX_M,AGE_YTHADULT_YGE15,2017,8.7952
Brunei Darussalam,SEX_M,AGE_YTHADULT_Y15-64,2017,8.8947
Brunei Darussalam,SEX_M,AGE_YTHADULT_Y15-24,2017,28.434
Brunei Darussalam,SEX_M,AGE_YTHADULT_YGE25,2017,5.4624
Brunei Darussalam,SEX_F,AGE_YTHADULT_YGE15,2017,9.9581
Brunei Darussalam,SEX_F,AGE_YTHADULT_Y15-64,2017,10.0229
Brunei Darussalam,SEX_F,AGE_YTHADULT_Y15-24,2017,29.4773
Brunei Darussalam,SEX_F,AGE_YTHADULT_YGE25,2017,6.797999999999999
Brunei Darussalam,SEX_T,AGE_YTHADULT_YGE15,2018,8.6995
Brunei Darussalam,SEX_T,AGE_YTHADULT_Y15-64,2018,8.812999999999999
Brunei Darussalam,SEX_T,AGE_YTHADULT_Y15-24,2018,29.8693
Brunei Darussalam,SEX_T,AGE_YTHADULT_YGE25,2018,5.0767
Brunei Darussalam,SEX_M,AGE_YTHADULT_YGE15,2018,7.7162
Brunei Darussalam,SEX_M,AGE_YTHADULT_Y15-64,2018,7.8302
Brunei Darussalam,SEX_M,AGE_YTHADULT_Y15-24,2018,28.1609
Brunei Darussalam,SEX_M,AGE_YTHADULT_YGE25,2018,4.0325
Brunei Darussalam,SEX_F,AGE_YTHADULT_YGE15,2018,10.0726
Brunei Darussalam,SEX_F,AGE_YTHADULT_Y15-64,2018,10.1765
Brunei Darussalam,SEX_F,AGE_YTHADULT_Y15-24,2018,32.528
Brunei Darussalam,SEX_F,AGE_YTHADULT_YGE25,2018,6.5083
Brunei Darussalam,SEX_T,AGE_YTHADULT_YGE15,2019,6.9231
Brunei Darussalam,SEX_T,AGE_YTHADULT_Y15-64,2019,7.0226
Brunei Darussalam,SEX_T,AGE_YTHADULT_Y15-24,2019,21.4325
Brunei Darussalam,SEX_T,AGE_YTHADULT_YGE25,2019,4.8028
Brunei Darussalam,SEX_M,AGE_YTHADULT_YGE15,2019,6.0071
Brunei Darussalam,SEX_M,AGE_YTHADULT_Y15-64,2019,6.0879
Brunei Darussalam,SEX_M,AGE_YTHADULT_Y15-24,2019,19.0206
Brunei Darussalam,SEX_M,AGE_YTHADULT_YGE25,2019,3.9657
Brunei Darussalam,SEX_F,AGE_YTHADULT_YGE15,2019,8.3356
Brunei Darussalam,SEX_F,AGE_YTHADULT_Y15-64,2019,8.467
Brunei Darussalam,SEX_F,AGE_YTHADULT_Y15-24,2019,25.8168
Brunei Darussalam,SEX_F,AGE_YTHADULT_YGE25,2019,6.0636
Bhutan,SEX_T,AGE_YTHADULT_YGE15,2001,1.9
Bhutan,SEX_M,AGE_YTHADULT_YGE15,2001,1.3
Bhutan,SEX_F,AGE_YTHADULT_YGE15,2001,3.2
Bhutan,SEX_T,AGE_YTHADULT_YGE15,2003,1.8
Bhutan,SEX_T,AGE_YTHADULT_YGE15,2004,2.49
Bhutan,SEX_M,AGE_YTHADULT_YGE15,2004,1.89
Bhutan,SEX_F,AGE_YTHADULT_YGE15,2004,3.34
Bhutan,SEX_T,AGE_YTHADULT_YGE15,2005,3.1
Bhutan,SEX_M,AGE_YTHADULT_YGE15,2005,2.9
Bhutan,SEX_F,AGE_YTHADULT_YGE15,2005,3.3
Bhutan,SEX_T,AGE_YTHADULT_YGE15,2006,3.13
Bhutan,SEX_M,AGE_YTHADULT_YGE15,2006,2.63
Bhutan,SEX_F,AGE_YTHADULT_YGE15,2006,3.81
Bhutan,SEX_T,AGE_YTHADULT_YGE15,2007,3.7
Bhutan,SEX_T,AGE_YTHADULT_YGE15,2009,3.96
Bhutan,SEX_T,AGE_YTHADULT_Y15-64,2009,4.18
Bhutan,SEX_T,AGE_YTHADULT_Y15-24,2009,12.95
Bhutan,SEX_T,AGE_YTHADULT_YGE25,2009,1.52
Bhutan,SEX_M,AGE_YTHADULT_YGE15,2009,2.64
Bhutan,SEX_M,AGE_YTHADULT_Y15-64,2009,2.81
Bhutan,SEX_M,AGE_YTHADULT_Y15-24,2009,10.67
Bhutan,SEX_M,AGE_YTHADULT_YGE25,2009,0.88
Bhutan,SEX_F,AGE_YTHADULT_YGE15,2009,5.35
Bhutan,SEX_F,AGE_YTHADULT_Y15-64,2009,5.58
Bhutan,SEX_F,AGE_YTHADULT_Y15-24,2009,14.68
Bhutan,SEX_F,AGE_YTHADULT_YGE25,2009,2.26
Bhutan,SEX_T,AGE_YTHADULT_YGE15,2010,3.32
Bhutan,SEX_T,AGE_YTHADULT_Y15-64,2010,3.26
Bhutan,SEX_T,AGE_YTHADULT_Y15-24,2010,9.21
Bhutan,SEX_T,AGE_YTHADULT_YGE25,2010,2.13
Bhutan,SEX_M,AGE_YTHADULT_YGE15,2010,2.7
Bhutan,SEX_M,AGE_YTHADULT_Y15-64,2010,2.64
Bhutan,SEX_M,AGE_YTHADULT_Y15-24,2010,7.11
Bhutan,SEX_M,AGE_YTHADULT_YGE25,2010,1.93
Bhutan,SEX_F,AGE_YTHADULT_YGE15,2010,3.97
Bhutan,SEX_F,AGE_YTHADULT_Y15-64,2010,3.9
Bhutan,SEX_F,AGE_YTHADULT_Y15-24,2010,10.96
Bhutan,SEX_F,AGE_YTHADULT_YGE25,2010,2.36
Bhutan,SEX_T,AGE_YTHADULT_YGE15,2011,3.23
Bhutan,SEX_T,AGE_YTHADULT_Y15-64,2011,3.4
Bhutan,SEX_T,AGE_YTHADULT_Y15-24,2011,9.35
Bhutan,SEX_T,AGE_YTHADULT_YGE25,2011,2.09
Bhutan,SEX_M,AGE_YTHADULT_YGE15,2011,1.85
Bhutan,SEX_M,AGE_YTHADULT_Y15-64,2011,1.96
Bhutan,SEX_M,AGE_YTHADULT_Y15-24,2011,6.76
Bhutan,SEX_M,AGE_YTHADULT_YGE25,2011,1.13
Bhutan,SEX_F,AGE_YTHADULT_YGE15,2011,4.54
Bhutan,SEX_F,AGE_YTHADULT_Y15-64,2011,4.72
Bhutan,SEX_F,AGE_YTHADULT_Y15-24,2011,10.93
Bhutan,SEX_F,AGE_YTHADULT_YGE25,2011,3.06
Bhutan,SEX_T,AGE_YTHADULT_YGE15,2012,2.05
Bhutan,SEX_T,AGE_YTHADULT_Y15-64,2012,2.15
Bhutan,SEX_T,AGE_YTHADULT_Y15-24,2012,7.28
Bhutan,SEX_T,AGE_YTHADULT_YGE25,2012,1.19
Bhutan,SEX_M,AGE_YTHADULT_YGE15,2012,1.9
Bhutan,SEX_M,AGE_YTHADULT_Y15-64,2012,2.01
Bhutan,SEX_M,AGE_YTHADULT_Y15-24,2012,7.3
Bhutan,SEX_M,AGE_YTHADULT_YGE25,2012,1.19
Bhutan,SEX_F,AGE_YTHADULT_YGE15,2012,2.2
Bhutan,SEX_F,AGE_YTHADULT_Y15-64,2012,2.28
Bhutan,SEX_F,AGE_YTHADULT_Y15-24,2012,7.22
Bhutan,SEX_F,AGE_YTHADULT_YGE25,2012,1.19
Bhutan,SEX_T,AGE_YTHADULT_YGE15,2013,2.87
Bhutan,SEX_T,AGE_YTHADULT_Y15-64,2013,3.01
Bhutan,SEX_T,AGE_YTHADULT_Y15-24,2013,9.55
Bhutan,SEX_T,AGE_YTHADULT_YGE25,2013,1.87
Bhutan,SEX_M,AGE_YTHADULT_YGE15,2013,2.2
Bhutan,SEX_M,AGE_YTHADULT_Y15-64,2013,2.34
Bhutan,SEX_M,AGE_YTHADULT_Y15-24,2013,9.16
Bhutan,SEX_M,AGE_YTHADULT_YGE25,2013,1.34
Bhutan,SEX_F,AGE_YTHADULT_YGE15,2013,3.7
Bhutan,SEX_F,AGE_YTHADULT_Y15-64,2013,3.84
Bhutan,SEX_F,AGE_YTHADULT_Y15-24,2013,9.88
Bhutan,SEX_F,AGE_YTHADULT_YGE25,2013,2.59
Bhutan,SEX_T,AGE_YTHADULT_YGE15,2014,2.63
Bhutan,SEX_T,AGE_YTHADULT_Y15-64,2014,2.78
Bhutan,SEX_T,AGE_YTHADULT_Y15-24,2014,9.39
Bhutan,SEX_T,AGE_YTHADULT_YGE25,2014,1.77
Bhutan,SEX_M,AGE_YTHADULT_YGE15,2014,1.91
Bhutan,SEX_M,AGE_YTHADULT_Y15-64,2014,2.05
Bhutan,SEX_M,AGE_YTHADULT_Y15-24,2014,8.58
Bhutan,SEX_M,AGE_YTHADULT_YGE25,2014,1.23
Bhutan,SEX_F,AGE_YTHADULT_YGE15,2014,3.49
Bhutan,SEX_F,AGE_YTHADULT_Y15-64,2014,3.64
Bhutan,SEX_F,AGE_YTHADULT_Y15-24,2014,10.04
Bhutan,SEX_F,AGE_YTHADULT_YGE25,2014,2.45
Bhutan,SEX_T,AGE_YTHADULT_YGE15,2015,2.45
Bhutan,SEX_T,AGE_YTHADULT_Y15-64,2015,2.58
Bhutan,SEX_T,AGE_YTHADULT_Y15-24,2015,10.73
Bhutan,SEX_T,AGE_YTHADULT_YGE25,2015,1.34
Bhutan,SEX_M,AGE_YTHADULT_YGE15,2015,1.84
Bhutan,SEX_M,AGE_YTHADULT_Y15-64,2015,1.97
Bhutan,SEX_M,AGE_YTHADULT_Y15-24,2015,8.23
Bhutan,SEX_M,AGE_YTHADULT_YGE25,2015,1.14
Bhutan,SEX_F,AGE_YTHADULT_YGE15,2015,3.15
Bhutan,SEX_F,AGE_YTHADULT_Y15-64,2015,3.26
Bhutan,SEX_F,AGE_YTHADULT_Y15-24,2015,12.71
Bhutan,SEX_F,AGE_YTHADULT_YGE25,2015,1.57
Bouvet Island,,,0,
Botswana,SEX_T,AGE_YTHADULT_YGE15,2000,15.88
Botswana,SEX_M,AGE_YTHADULT_YGE15,2000,14.76
Botswana,SEX_F,AGE_YTHADULT_YGE15,2000,17.25
Botswana,SEX_T,AGE_YTHADULT_YGE15,2003,23.8
Botswana,SEX_M,AGE_YTHADULT_YGE15,2003,21.4
Botswana,SEX_F,AGE_YTHADULT_YGE15,2003,26.3
Botswana,SEX_T,AGE_YTHADULT_YGE15,2006,17.7822
Botswana,SEX_T,AGE_YTHADULT_Y15-64,2006,18.5976
Botswana,SEX_T,AGE_YTHADULT_Y15-24,2006,32.5962
Botswana,SEX_T,AGE_YTHADULT_YGE25,2006,13.4347
Botswana,SEX_M,AGE_YTHADULT_YGE15,2006,15.6374
Botswana,SEX_M,AGE_YTHADULT_Y15-64,2006,16.4491
Botswana,SEX_M,AGE_YTHADULT_Y15-24,2006,27.6615
Botswana,SEX_M,AGE_YTHADULT_YGE25,2006,11.8773
Botswana,SEX_F,AGE_YTHADULT_YGE15,2006,19.9846
Botswana,SEX_F,AGE_YTHADULT_Y15-64,2006,20.7563
Botswana,SEX_F,AGE_YTHADULT_Y15-24,2006,38.2039
Botswana,SEX_F,AGE_YTHADULT_YGE25,2006,14.987
Botswana,SEX_T,AGE_YTHADULT_YGE15,2009,16.1692
Botswana,SEX_T,AGE_YTHADULT_Y15-64,2009,16.892
Botswana,SEX_T,AGE_YTHADULT_Y15-24,2009,33.4188
Botswana,SEX_T,AGE_YTHADULT_YGE25,2009,12.3096
Botswana,SEX_M,AGE_YTHADULT_YGE15,2009,13.0032
Botswana,SEX_M,AGE_YTHADULT_Y15-64,2009,13.6374
Botswana,SEX_M,AGE_YTHADULT_Y15-24,2009,26.7189
Botswana,SEX_M,AGE_YTHADULT_YGE25,2009,9.809
Botswana,SEX_F,AGE_YTHADULT_YGE15,2009,19.5971
Botswana,SEX_F,AGE_YTHADULT_Y15-64,2009,20.3876
Botswana,SEX_F,AGE_YTHADULT_Y15-24,2009,41.1917
Botswana,SEX_F,AGE_YTHADULT_YGE25,2009,14.9756
Botswana,SEX_T,AGE_YTHADULT_YGE15,2010,17.86
Botswana,SEX_T,AGE_YTHADULT_Y15-64,2010,18.69
Botswana,SEX_T,AGE_YTHADULT_Y15-24,2010,35.99
Botswana,SEX_T,AGE_YTHADULT_YGE25,2010,13.67
Botswana,SEX_M,AGE_YTHADULT_YGE15,2010,14.59
Botswana,SEX_M,AGE_YTHADULT_Y15-64,2010,15.33
Botswana,SEX_M,AGE_YTHADULT_Y15-24,2010,29.59
Botswana,SEX_M,AGE_YTHADULT_YGE25,2010,10.98
Botswana,SEX_F,AGE_YTHADULT_YGE15,2010,21.43
Botswana,SEX_F,AGE_YTHADULT_Y15-64,2010,22.31
Botswana,SEX_F,AGE_YTHADULT_Y15-24,2010,43.45
Botswana,SEX_F,AGE_YTHADULT_YGE25,2010,16.55
Botswana,SEX_T,AGE_YTHADULT_YGE15,2001,18.54
Botswana,SEX_T,AGE_YTHADULT_Y15-24,2001,39.66
Botswana,SEX_T,AGE_YTHADULT_YGE25,2001,11.83
Botswana,SEX_M,AGE_YTHADULT_YGE15,2001,15.69
Botswana,SEX_M,AGE_YTHADULT_Y15-24,2001,33.91
Botswana,SEX_M,AGE_YTHADULT_YGE25,2001,10.31
Botswana,SEX_F,AGE_YTHADULT_YGE15,2001,22.15
Botswana,SEX_F,AGE_YTHADULT_Y15-24,2001,46.07
Botswana,SEX_F,AGE_YTHADULT_YGE25,2001,13.83
Central African Republic,,,0,
Canada,SEX_T,AGE_YTHADULT_YGE15,2000,6.8287
Canada,SEX_T,AGE_YTHADULT_Y15-64,2000,6.8862
Canada,SEX_T,AGE_YTHADULT_Y15-24,2000,12.6742
Canada,SEX_T,AGE_YTHADULT_YGE25,2000,5.6707
Canada,SEX_M,AGE_YTHADULT_YGE15,2000,6.9425
Canada,SEX_M,AGE_YTHADULT_Y15-64,2000,7.0203
Canada,SEX_M,AGE_YTHADULT_Y15-24,2000,13.8423
Canada,SEX_M,AGE_YTHADULT_YGE25,2000,5.6287
Canada,SEX_F,AGE_YTHADULT_YGE15,2000,6.6947
Canada,SEX_F,AGE_YTHADULT_Y15-64,2000,6.7295
Canada,SEX_F,AGE_YTHADULT_Y15-24,2000,11.392999999999999
Canada,SEX_F,AGE_YTHADULT_YGE25,2000,5.7208
Canada,SEX_T,AGE_YTHADULT_YGE15,2001,7.2186
Canada,SEX_T,AGE_YTHADULT_Y15-64,2001,7.2727
Canada,SEX_T,AGE_YTHADULT_Y15-24,2001,12.8737
Canada,SEX_T,AGE_YTHADULT_YGE25,2001,6.097
Canada,SEX_M,AGE_YTHADULT_YGE15,2001,7.5282
Canada,SEX_M,AGE_YTHADULT_Y15-64,2001,7.61
Canada,SEX_M,AGE_YTHADULT_Y15-24,2001,14.5001
Canada,SEX_M,AGE_YTHADULT_YGE25,2001,6.1982
Canada,SEX_F,AGE_YTHADULT_YGE15,2001,6.8562
Canada,SEX_F,AGE_YTHADULT_Y15-64,2001,6.8812
Canada,SEX_F,AGE_YTHADULT_Y15-24,2001,11.0976
Canada,SEX_F,AGE_YTHADULT_YGE25,2001,5.977
Canada,SEX_T,AGE_YTHADULT_YGE15,2002,7.6648
Canada,SEX_T,AGE_YTHADULT_Y15-64,2002,7.7331
Canada,SEX_T,AGE_YTHADULT_Y15-24,2002,13.6252
Canada,SEX_T,AGE_YTHADULT_YGE25,2002,6.4683
Canada,SEX_M,AGE_YTHADULT_YGE15,2002,8.1297
Canada,SEX_M,AGE_YTHADULT_Y15-64,2002,8.2282
Canada,SEX_M,AGE_YTHADULT_Y15-24,2002,15.3893
Canada,SEX_M,AGE_YTHADULT_YGE25,2002,6.7276
Canada,SEX_F,AGE_YTHADULT_YGE15,2002,7.1249
Canada,SEX_F,AGE_YTHADULT_Y15-64,2002,7.1633
Canada,SEX_F,AGE_YTHADULT_Y15-24,2002,11.7121
Canada,SEX_F,AGE_YTHADULT_YGE25,2002,6.1633
